District.Name,Month,NewCasesStudents,NewCasesTeachers,NewCasesStaff,num.report.school,AccuCasesStudents,AccuCasesTeachers,AccuCasesStaff,NCESDistrictID,pop.5.17,Norm.New.Stud,share_inperson,share_hybrid,share_virtual
KENMORE-TONAWANDA UFSD,2020-12-01,35,10,6,9,53,25,20,3616230,8866,3.947665237987819,0,0.24517287,0.75482714
KENMORE-TONAWANDA UFSD,2021-01-01,32,16,14,9,85,41,34,3616230,8866,3.609293931874577,0,0.95989335,0.04010668
KENMORE-TONAWANDA UFSD,2021-02-01,36,10,4,9,121,51,38,3616230,8866,4.0604556733588995,0,1,0
KENMORE-TONAWANDA UFSD,2021-03-01,40,8,6,9,161,59,44,3616230,8866,4.511617414843221,0,1,0
KENMORE-TONAWANDA UFSD,2021-04-01,70,2,4,9,231,61,48,3616230,8866,7.895330475975638,0.074235581,0.92576444,0
KENMORE-TONAWANDA UFSD,2021-05-01,41,0,1,9,272,61,49,3616230,8866,4.624407850214302,0.37167037000000003,0.62832963,0
KENMORE-TONAWANDA UFSD,2021-06-01,6,0,0,4,278,61,49,3616230,8866,0.6767426122264832,0.37204731,0.62795269,0
KINDERHOOK CSD,2020-10-01,5,0,0,3,5,0,0,3615210,1793,2.788622420524261,0.29176229,0.70823771,0
KINDERHOOK CSD,2020-11-01,4,0,1,3,9,0,1,3615210,1793,2.230897936419409,0.30066139,0.69933861,0
KINDERHOOK CSD,2020-12-01,7,1,0,2,16,1,1,3615210,1793,3.9040713887339655,0.31106237,0.48842067,0.20051695
KINDERHOOK CSD,2021-01-01,21,7,1,3,37,8,2,3615210,1793,11.712214166201896,0.2963863,0.54148144,0.16213226
KINDERHOOK CSD,2021-02-01,3,1,0,2,40,9,2,3615210,1793,1.6731734523145567,0.28922799,0.71077204,0
KINDERHOOK CSD,2021-03-01,6,0,3,3,46,9,5,3615210,1793,3.3463469046291134,0.29128531,0.70871466,0
KINDERHOOK CSD,2021-04-01,3,0,1,2,49,9,6,3615210,1793,1.6731734523145567,0.29079753,0.70920247,0
KINDERHOOK CSD,2021-05-01,1,0,0,3,50,9,6,3615210,1793,0.5577244841048522,0.29028052,0.70971948,0
KINDERHOOK CSD,2021-06-01,2,0,0,1,52,9,6,3615210,1793,1.1154489682097044,0.29026332,0.7097367,0
KINGS PARK CSD,2020-09-01,1,0,0,1,1,0,0,3616260,3712,0.2693965517241379,0.18452118,0.8154788,0
KINGS PARK CSD,2020-10-01,3,1,0,2,4,1,0,3616260,3712,0.8081896551724138,0.41936633,0.5806337,0
KINGS PARK CSD,2020-11-01,7,1,0,4,11,2,0,3616260,3712,1.8857758620689655,0.4196403,0.5803597,0
KINGS PARK CSD,2020-12-01,39,6,4,5,50,8,4,3616260,3712,10.506465517241379,0.41743889,0.58256108,0
KINGS PARK CSD,2021-01-01,70,10,7,5,120,18,11,3616260,3712,18.857758620689655,0.42046964,0.57953036,0
KINGS PARK CSD,2021-02-01,23,2,3,5,143,20,14,3616260,3712,6.196120689655173,0.42407206,0.57592797,0
KINGS PARK CSD,2021-03-01,51,6,4,5,194,26,18,3616260,3712,13.739224137931034,0.42434484,0.57565516,0
KINGS PARK CSD,2021-04-01,49,0,4,5,243,26,22,3616260,3712,13.20043103448276,0.94299012,0.057009898,0
KINGS PARK CSD,2021-05-01,5,0,1,3,248,26,23,3616260,3712,1.3469827586206897,1,0,0
KINGS PARK CSD,2021-06-01,0,0,1,1,248,26,24,3616260,3712,0,1,0,0
KINGSTON CITY SD,2020-09-01,0,0,1,1,0,0,1,3616290,6471,0,0,0,1
KINGSTON CITY SD,2020-10-01,0,0,1,1,0,0,2,3616290,6471,0,0,0.12313134,0.87686867
KINGSTON CITY SD,2020-11-01,8,4,0,8,8,4,2,3616290,6471,1.2362849636841293,0,0.91378623,0.086213782
KINGSTON CITY SD,2020-12-01,30,15,9,9,38,19,11,3616290,6471,4.6360686138154845,0,1,0
KINGSTON CITY SD,2021-01-01,39,20,18,10,77,39,29,3616290,6471,6.02688919796013,0,1,0
KINGSTON CITY SD,2021-02-01,34,7,3,10,111,46,32,3616290,6471,5.254211095657548,0,1,0
KINGSTON CITY SD,2021-03-01,44,4,4,9,155,50,36,3616290,6471,6.79956730026271,0,1,0
KINGSTON CITY SD,2021-04-01,58,2,1,9,213,52,37,3616290,6471,8.963065986709937,0,1,0
KINGSTON CITY SD,2021-05-01,40,0,1,10,253,52,38,3616290,6471,6.181424818420646,0,1,0
KINGSTON CITY SD,2021-06-01,6,0,0,6,259,52,38,3616290,6471,0.9272137227630969,0,1,0
KIRYAS JOEL VILLAGE UFSD,2020-09-01,2,1,2,1,2,1,2,3604758,7387,0.2707459049681874,1,0,0
KIRYAS JOEL VILLAGE UFSD,2020-10-01,0,0,1,1,2,1,3,3604758,7387,0,0.27586207,0,0.7241379
KIRYAS JOEL VILLAGE UFSD,2020-11-01,2,1,0,1,4,2,3,3604758,7387,0.2707459049681874,1,0,0
KIRYAS JOEL VILLAGE UFSD,2020-12-01,0,0,1,1,4,2,4,3604758,7387,0,1,0,0
KIRYAS JOEL VILLAGE UFSD,2021-02-01,0,2,1,1,4,4,5,3604758,7387,0,1,0,0
LA FARGEVILLE CSD,2020-11-01,0,1,0,1,0,1,0,3616380,582,0,0,1,0
LA FARGEVILLE CSD,2020-12-01,3,0,0,1,3,1,0,3616380,582,5.154639175257732,0,1,0
LA FARGEVILLE CSD,2021-01-01,5,3,1,1,8,4,1,3616380,582,8.591065292096221,0,1,0
LA FARGEVILLE CSD,2021-04-01,1,1,0,1,9,5,1,3616380,582,1.7182130584192439,0,1,0
LACKAWANNA CITY SD,2020-09-01,1,0,0,1,1,0,0,3616440,2519,0.39698292973402144,0,1,0
LACKAWANNA CITY SD,2020-10-01,3,3,0,3,4,3,0,3616440,2519,1.1909487892020643,0,1,0
LACKAWANNA CITY SD,2020-11-01,12,2,4,4,16,5,4,3616440,2519,4.763795156808257,0,0.36753815,0.63246185
LACKAWANNA CITY SD,2021-01-01,8,0,3,4,24,5,7,3616440,2519,3.1758634378721715,0,0.48325393,0.5167461
LACKAWANNA CITY SD,2021-02-01,5,1,1,3,29,6,8,3616440,2519,1.9849146486701073,0,1,0
LACKAWANNA CITY SD,2021-03-01,14,3,1,4,43,9,9,3616440,2519,5.5577610162763005,0,1,0
LACKAWANNA CITY SD,2021-04-01,13,0,1,4,56,9,10,3616440,2519,5.160778086542279,0,1,0
LAFAYETTE CSD,2020-11-01,3,1,0,2,3,1,0,3616410,652,4.601226993865031,0.83044368,0,0.16955635
LAFAYETTE CSD,2020-12-01,18,3,1,3,21,4,1,3616410,652,27.607361963190183,0.67552358,0,0.32447645
LAFAYETTE CSD,2021-01-01,23,0,2,3,44,4,3,3616410,652,35.2760736196319,0.82387972,0,0.17612028
LAFAYETTE CSD,2021-02-01,4,0,1,2,48,4,4,3616410,652,6.134969325153374,0.83215302,0,0.16784699
LAFAYETTE CSD,2021-03-01,2,0,2,2,50,4,6,3616410,652,3.067484662576687,0.83482796,0,0.16517203
LAFAYETTE CSD,2021-04-01,4,0,0,2,54,4,6,3616410,652,6.134969325153374,0.83777046,0,0.16222951
LAFAYETTE CSD,2021-05-01,9,0,0,3,63,4,6,3616410,652,13.803680981595091,0.83623183,0,0.16376817
LAKE GEORGE CSD,2020-11-01,0,0,1,1,0,0,1,3616470,802,0,1,0,0
LAKE GEORGE CSD,2020-12-01,3,1,0,2,3,1,1,3616470,802,3.740648379052369,1,0,0
LAKE GEORGE CSD,2021-01-01,16,2,0,2,19,3,1,3616470,802,19.950124688279303,1,0,0
LAKE GEORGE CSD,2021-02-01,0,1,0,1,19,4,1,3616470,802,0,1,0,0
LAKE GEORGE CSD,2021-03-01,5,0,0,1,24,4,1,3616470,802,6.234413965087282,1,0,0
LAKE GEORGE CSD,2021-04-01,2,0,0,1,26,4,1,3616470,802,2.493765586034913,1,0,0
LAKE GEORGE CSD,2021-05-01,0,0,1,1,26,4,2,3616470,802,0,1,0,0
LAKE GEORGE CSD,2021-06-01,0,1,0,1,26,5,2,3616470,802,0,1,0,0
LAKE PLACID CSD,2020-11-01,2,0,0,1,2,0,0,3616500,825,2.4242424242424243,1,0,0
LAKE PLACID CSD,2020-12-01,4,0,0,2,6,0,0,3616500,825,4.848484848484849,0.61758566,0,0.38241434
LAKE PLACID CSD,2021-01-01,5,0,3,2,11,0,3,3616500,825,6.0606060606060606,0.83152831,0,0.16847172
LAKE PLACID CSD,2021-02-01,6,0,0,2,17,0,3,3616500,825,7.2727272727272725,1,0,0
LAKE PLACID CSD,2021-03-01,1,0,0,2,18,0,3,3616500,825,1.2121212121212122,1,0,0
LAKE PLACID CSD,2021-04-01,5,0,1,2,23,0,4,3616500,825,6.0606060606060606,1,0,0
LAKE PLACID CSD,2021-05-01,2,0,0,2,25,0,4,3616500,825,2.4242424242424243,1,0,0
LAKE PLEASANT CSD,2021-01-01,0,1,0,1,0,1,0,3616530,60,0,0.96774191,0,0.032258064
LAKE PLEASANT CSD,2021-02-01,1,1,0,1,1,2,0,3616530,60,16.666666666666668,0.2857143,0,0.71428573
LAKE PLEASANT CSD,2021-05-01,0,0,1,1,1,2,1,3616530,60,0,1,0,0
LAKELAND CSD,2020-09-01,1,0,0,1,1,0,0,3616620,6183,0.16173378618793466,0,0.86015445,0.13984554
LAKELAND CSD,2020-10-01,6,0,1,3,7,0,1,3616620,6183,0.970402717127608,0,0.96183926,0.03816073
LAKELAND CSD,2020-11-01,20,4,8,8,27,4,9,3616620,6183,3.2346757237586936,0,1,0
LAKELAND CSD,2020-12-01,36,6,9,8,63,10,18,3616620,6183,5.822416302765648,0,0.66910559,0.33089441000000003
LAKELAND CSD,2021-01-01,104,18,24,8,167,28,42,3616620,6183,16.820313763545204,0,0.60488123,0.39511874
LAKELAND CSD,2021-02-01,35,7,3,8,202,35,45,3616620,6183,5.6606825165777135,0,1,0
LAKELAND CSD,2021-03-01,41,2,4,8,243,37,49,3616620,6183,6.6310852337053205,0,1,0
LAKELAND CSD,2021-04-01,59,4,2,8,302,41,51,3616620,6183,9.542293385088145,0,1,0
LAKELAND CSD,2021-05-01,8,0,0,4,310,41,51,3616620,6183,1.2938702895034773,0.11344423,0.88655579,0
LAKELAND CSD,2021-06-01,5,0,1,4,315,41,52,3616620,6183,0.8086689309396734,0.15276992,0.84723008,0
LAKELAND CSD,2021-09-01,2,1,0,2,317,42,52,3616620,6183,0.3234675723758693,NA,NA,NA
LANCASTER CSD,2020-10-01,2,1,0,2,2,1,0,3616680,6320,0.31645569620253167,0,1,0
LANCASTER CSD,2020-11-01,33,14,0,7,35,15,0,3616680,6320,5.2215189873417724,0,0.72000003,0.28
LANCASTER CSD,2020-12-01,24,2,4,7,59,17,4,3616680,6320,3.7974683544303796,0,0.62371624,0.37628376
LANCASTER CSD,2021-01-01,7,4,1,7,66,21,5,3616680,6320,1.1075949367088609,0,1,0
LANCASTER CSD,2021-02-01,7,2,0,6,73,23,5,3616680,6320,1.1075949367088609,0,1,0
LANCASTER CSD,2021-03-01,34,0,1,7,107,23,6,3616680,6320,5.379746835443038,0,1,0
LANCASTER CSD,2021-04-01,25,5,4,6,132,28,10,3616680,6320,3.9556962025316458,0.10458648,0.89541352,0
LANCASTER CSD,2021-05-01,10,0,0,6,142,28,10,3616680,6320,1.5822784810126582,0.58856559,0.41143441,0
LANCASTER CSD,2021-06-01,1,0,0,7,143,28,10,3616680,6320,0.15822784810126583,1,0,0
LANSING CSD,2020-10-01,4,0,0,2,4,0,0,3616710,1268,3.1545741324921135,0,0.8759433,0.12405667
LANSING CSD,2020-12-01,10,5,1,3,14,5,1,3616710,1268,7.886435331230284,0,1,0
LANSING CSD,2021-01-01,10,6,1,3,24,11,2,3616710,1268,7.886435331230284,0,1,0
LANSING CSD,2021-02-01,4,0,0,2,28,11,2,3616710,1268,3.1545741324921135,0,1,0
LANSING CSD,2021-04-01,2,0,0,1,30,11,2,3616710,1268,1.5772870662460567,0,1,0
LANSING CSD,2021-05-01,2,0,0,1,32,11,2,3616710,1268,1.5772870662460567,0,1,0
LANSINGBURGH CSD,2020-11-01,3,3,0,3,3,3,0,3616740,2546,1.178318931657502,0.26605844,0,0.73394156
LANSINGBURGH CSD,2020-12-01,12,1,4,4,15,4,4,3616740,2546,4.713275726630008,0.03564081,0,0.96435916
LANSINGBURGH CSD,2021-01-01,19,5,0,4,34,9,4,3616740,2546,7.462686567164179,0.24916114,0,0.75083888
LANSINGBURGH CSD,2021-02-01,13,0,1,3,47,9,5,3616740,2546,5.106048703849176,0.33400053,0.010675207,0.65532428
LANSINGBURGH CSD,2021-03-01,13,1,0,3,60,10,5,3616740,2546,5.106048703849176,0.6967963,0.3032037,0
LANSINGBURGH CSD,2021-04-01,3,0,0,1,63,10,5,3616740,2546,1.178318931657502,0.69192457,0.3080754,0
LANSINGBURGH CSD,2021-05-01,2,0,0,2,65,10,5,3616740,2546,0.7855459544383347,0.24817106,0.75182891,0
LAURENS CSD,2020-12-01,2,0,0,1,2,0,0,3616800,306,6.5359477124183005,0,0.12624982,0.87375021
LAURENS CSD,2021-03-01,3,0,0,1,5,0,0,3616800,306,9.803921568627452,0,1,0
LAURENS CSD,2021-04-01,3,1,0,1,8,1,0,3616800,306,9.803921568627452,0,1,0
LAURENS CSD,2021-05-01,5,0,0,1,13,1,0,3616800,306,16.339869281045754,0,1,0
LAWRENCE UFSD,2020-09-01,0,1,1,1,0,1,1,3616830,6705,0,0,1,0
LAWRENCE UFSD,2020-10-01,1,0,1,1,1,1,2,3616830,6705,0.14914243102162564,0,0.32151398,0.67848605
LAWRENCE UFSD,2020-11-01,6,1,1,4,7,2,3,3616830,6705,0.894854586129754,0,1,0
LAWRENCE UFSD,2020-12-01,3,0,1,3,10,2,4,3616830,6705,0.447427293064877,0,1,0
LAWRENCE UFSD,2021-01-01,22,4,7,5,32,6,11,3616830,6705,3.2811334824757643,0,1,0
LAWRENCE UFSD,2021-02-01,9,0,0,5,41,6,11,3616830,6705,1.3422818791946307,0,1,0
LAWRENCE UFSD,2021-03-01,3,0,0,2,44,6,11,3616830,6705,0.447427293064877,0,1,0
LAWRENCE UFSD,2021-04-01,2,0,1,3,46,6,12,3616830,6705,0.2982848620432513,0,1,0
LAWRENCE UFSD,2021-05-01,2,2,0,3,48,8,12,3616830,6705,0.2982848620432513,0,1,0
LE ROY CSD,2020-09-01,0,1,0,1,0,1,0,3616950,1241,0,0,1,0
LE ROY CSD,2020-10-01,1,0,0,1,1,1,0,3616950,1241,0.8058017727639001,0,1,0
LE ROY CSD,2020-11-01,9,1,2,2,10,2,2,3616950,1241,7.252215954875101,0,1,0
LE ROY CSD,2020-12-01,8,2,1,2,18,4,3,3616950,1241,6.446414182111201,0,1,0
LE ROY CSD,2021-01-01,20,4,1,2,38,8,4,3616950,1241,16.116035455278,0,1,0
LE ROY CSD,2021-02-01,6,0,3,2,44,8,7,3616950,1241,4.834810636583401,0,1,0
LE ROY CSD,2021-03-01,7,0,0,2,51,8,7,3616950,1241,5.640612409347301,0,1,0
LE ROY CSD,2021-04-01,2,1,0,2,53,9,7,3616950,1241,1.6116035455278002,0.9037981,0.096201874,0
LE ROY CSD,2021-05-01,10,0,2,2,63,9,9,3616950,1241,8.058017727639,1,0,0
LE ROY CSD,2021-06-01,1,0,0,1,64,9,9,3616950,1241,0.8058017727639001,1,0,0
LETCHWORTH CSD,2020-11-01,3,1,1,3,3,1,1,3617130,874,3.432494279176201,1,0,0
LETCHWORTH CSD,2020-12-01,7,0,3,3,10,1,4,3617130,874,8.009153318077804,1,0,0
LETCHWORTH CSD,2021-01-01,26,13,12,3,36,14,16,3617130,874,29.748283752860413,0.70666045,0,0.29333955
LETCHWORTH CSD,2021-02-01,5,2,0,3,41,16,16,3617130,874,5.720823798627002,1,0,0
LETCHWORTH CSD,2021-03-01,3,0,0,2,44,16,16,3617130,874,3.432494279176201,1,0,0
LETCHWORTH CSD,2021-04-01,8,0,1,3,52,16,17,3617130,874,9.153318077803204,1,0,0
LETCHWORTH CSD,2021-05-01,19,5,0,3,71,21,17,3617130,874,21.73913043478261,1,0,0
LEVITTOWN UFSD,2020-09-01,1,0,0,2,1,0,0,3617160,7453,0.13417415805715818,0.45201635,0.54798365,0
LEVITTOWN UFSD,2020-10-01,19,0,1,4,20,0,1,3617160,7453,2.5493090030860053,0.43920192,0.56079811,0
LEVITTOWN UFSD,2020-11-01,32,7,11,10,52,7,12,3617160,7453,4.293573057829062,0.43862489,0.56137508,0
LEVITTOWN UFSD,2020-12-01,76,15,15,10,128,22,27,3617160,7453,10.197236012344021,0.43875653,0.56124347,0
LEVITTOWN UFSD,2021-01-01,143,34,34,10,271,56,61,3617160,7453,19.18690460217362,0.43860105,0.56139892,0
LEVITTOWN UFSD,2021-02-01,83,14,9,10,354,70,70,3617160,7453,11.136455118744129,0.44424978,0.55575025,0
LEVITTOWN UFSD,2021-03-01,121,9,6,10,475,79,76,3617160,7453,16.23507312491614,0.50154442,0.49845561,0
LEVITTOWN UFSD,2021-04-01,107,8,5,10,582,87,81,3617160,7453,14.356634912115926,0.83492553,0.16507447,0
LEVITTOWN UFSD,2021-05-01,31,1,1,8,613,88,82,3617160,7453,4.159398899771904,0.86703873,0.13296127,0
LEVITTOWN UFSD,2021-09-01,9,2,0,5,622,90,82,3617160,7453,1.2075674225144237,NA,NA,NA
LEWISTON-PORTER CSD,2020-09-01,4,0,0,2,4,0,0,3617190,2303,1.7368649587494573,0,1,0
LEWISTON-PORTER CSD,2020-10-01,0,0,0,1,4,0,0,3617190,2303,0,0,1,0
LEWISTON-PORTER CSD,2020-11-01,5,2,1,3,9,2,1,3617190,2303,2.1710811984368217,0,1,0
LEWISTON-PORTER CSD,2020-12-01,27,3,3,4,36,5,4,3617190,2303,11.723838471558835,0,1,0
LEWISTON-PORTER CSD,2021-01-01,32,6,4,4,68,11,8,3617190,2303,13.894919669995659,0,1,0
LEWISTON-PORTER CSD,2021-02-01,9,1,1,4,77,12,9,3617190,2303,3.9079461571862786,0,1,0
LEWISTON-PORTER CSD,2021-03-01,14,0,0,4,91,12,9,3617190,2303,6.079027355623101,0,1,0
LEWISTON-PORTER CSD,2021-04-01,23,1,1,4,114,13,10,3617190,2303,9.98697351280938,0.035804555,0.96419543,0
LEWISTON-PORTER CSD,2021-05-01,1,0,0,1,115,13,10,3617190,2303,0.43421623968736434,0.58325201,0.41674799,0
LEWISTON-PORTER CSD,2021-09-01,1,0,0,1,116,13,10,3617190,2303,0.43421623968736434,NA,NA,NA
LIBERTY CSD,2020-09-01,0,1,0,1,0,1,0,3617220,1416,0,0,1,0
LIBERTY CSD,2020-10-01,6,0,0,3,6,1,0,3617220,1416,4.237288135593221,0,1,0
LIBERTY CSD,2020-11-01,3,1,0,2,9,2,0,3617220,1416,2.1186440677966103,0,0.94391245,0.05608755
LIBERTY CSD,2020-12-01,3,2,1,3,12,4,1,3617220,1416,2.1186440677966103,0,0.85917038,0.14082964
LIBERTY CSD,2021-01-01,10,5,3,3,22,9,4,3617220,1416,7.062146892655367,0,0.65551889,0.34448111
LIBERTY CSD,2021-02-01,8,4,3,3,30,13,7,3617220,1416,5.649717514124294,0,0.70485145,0.29514855
LIBERTY CSD,2021-03-01,9,1,3,3,39,14,10,3617220,1416,6.355932203389831,0,0.92677134,0.073228657
LIBERTY CSD,2021-04-01,14,2,0,3,53,16,10,3617220,1416,9.887005649717516,0,1,0
LIBERTY CSD,2021-05-01,6,0,0,2,59,16,10,3617220,1416,4.237288135593221,0,1,0
LINDENHURST UFSD,2020-09-01,3,0,0,2,3,0,0,3617380,6103,0.4915615271178109,0,1,0
LINDENHURST UFSD,2020-10-01,2,6,0,3,5,6,0,3617380,6103,0.3277076847452073,0,1,0
LINDENHURST UFSD,2020-11-01,22,6,6,5,27,12,6,3617380,6103,3.60478453219728,0.42715192,0.57284808,0
LINDENHURST UFSD,2020-12-01,57,14,4,8,84,26,10,3617380,6103,9.339669015238409,0.42716005,0.57283998,0
LINDENHURST UFSD,2021-01-01,109,36,8,8,193,62,18,3617380,6103,17.860068818613797,0.4272249,0.57277513,0
LINDENHURST UFSD,2021-02-01,54,9,5,8,247,71,23,3617380,6103,8.848107488120597,0.42814872,0.57185125,0
LINDENHURST UFSD,2021-03-01,79,6,4,8,326,77,27,3617380,6103,12.944453547435687,0.42637759,0.57362241,0
LINDENHURST UFSD,2021-04-01,50,7,9,8,376,84,36,3617380,6103,8.192692118630182,0.8085804,0.19141959,0
LINDENHURST UFSD,2021-05-01,21,3,1,7,397,87,37,3617380,6103,3.4409306898246768,1,0,0
LINDENHURST UFSD,2021-06-01,3,0,0,2,400,87,37,3617380,6103,0.4915615271178109,1,0,0
LISBON CSD,2020-12-01,3,1,0,1,3,1,0,3617430,619,4.846526655896607,0,0.20035557,0.79964441
LISBON CSD,2021-01-01,19,2,1,1,22,3,1,3617430,619,30.694668820678512,0,0.67927629,0.32072368
LISBON CSD,2021-02-01,8,2,0,1,30,5,1,3617430,619,12.924071082390954,0,0.2857143,0.71428573
LISBON CSD,2021-03-01,1,0,0,1,31,5,1,3617430,619,1.6155088852988693,0,0.77419353,0.22580644
LISBON CSD,2021-05-01,1,0,0,1,32,5,1,3617430,619,1.6155088852988693,0,1,0
LITTLE FALLS CITY SD,2020-11-01,2,3,1,3,2,3,1,3617460,1078,1.8552875695732838,0,1,0
LITTLE FALLS CITY SD,2020-12-01,4,6,2,3,6,9,3,3617460,1078,3.7105751391465676,0,1,0
LITTLE FALLS CITY SD,2021-01-01,22,5,9,3,28,14,12,3617460,1078,20.408163265306122,0,1,0
LITTLE FALLS CITY SD,2021-02-01,2,0,2,2,30,14,14,3617460,1078,1.8552875695732838,0,1,0
LITTLE FALLS CITY SD,2021-03-01,8,0,0,2,38,14,14,3617460,1078,7.421150278293135,0,1,0
LITTLE FALLS CITY SD,2021-04-01,3,0,0,3,41,14,14,3617460,1078,2.782931354359926,0,1,0
LITTLE FALLS CITY SD,2021-05-01,2,0,0,1,43,14,14,3617460,1078,1.8552875695732838,0,1,0
LITTLE FLOWER UFSD,2020-10-01,0,0,1,1,0,0,1,3617400,NA,NA,0,1,0
LITTLE FLOWER UFSD,2020-11-01,1,1,2,1,1,1,3,3617400,NA,NA,0,0.91959435,0.080405653
LITTLE FLOWER UFSD,2020-12-01,0,0,1,1,1,1,4,3617400,NA,NA,0,0.86905229,0.13094769
LITTLE FLOWER UFSD,2021-01-01,0,0,1,1,1,1,5,3617400,NA,NA,0,1,0
LITTLE FLOWER UFSD,2021-05-01,3,1,0,1,4,2,5,3617400,NA,NA,0,1,0
LIVERPOOL CSD,2020-09-01,3,0,0,2,3,0,0,3617520,7184,0.41759465478841873,0,1,0
LIVERPOOL CSD,2020-10-01,7,5,0,4,10,5,0,3617520,7184,0.9743875278396437,0,1,0
LIVERPOOL CSD,2020-11-01,45,12,3,13,55,17,3,3617520,7184,6.26391982182628,0,1,0
LIVERPOOL CSD,2020-12-01,69,18,5,13,124,35,8,3617520,7184,9.60467706013363,0,1,0
LIVERPOOL CSD,2021-01-01,111,22,8,13,235,57,16,3617520,7184,15.451002227171491,0,1,0
LIVERPOOL CSD,2021-02-01,21,5,1,12,256,62,17,3617520,7184,2.923162583518931,0,1,0
LIVERPOOL CSD,2021-03-01,10,4,0,9,266,66,17,3617520,7184,1.3919821826280623,0,1,0
LIVERPOOL CSD,2021-04-01,37,2,1,11,303,68,18,3617520,7184,5.150334075723831,0,1,0
LIVERPOOL CSD,2021-05-01,27,2,0,6,330,70,18,3617520,7184,3.7583518930957682,0,1,0
LIVERPOOL CSD,2021-06-01,5,0,0,4,335,70,18,3617520,7184,0.6959910913140311,0,1,0
LIVINGSTON MANOR CSD,2020-10-01,4,0,0,2,4,0,0,3617580,516,7.751937984496124,0,1,0
LIVINGSTON MANOR CSD,2020-11-01,1,0,0,1,5,0,0,3617580,516,1.937984496124031,0,0.80030072,0.19969928
LIVINGSTON MANOR CSD,2020-12-01,0,1,0,1,5,1,0,3617580,516,0,0,1,0
LIVINGSTON MANOR CSD,2021-01-01,13,0,0,2,18,1,0,3617580,516,25.1937984496124,0,0.77372587,0.22627413
LIVINGSTON MANOR CSD,2021-02-01,3,0,2,2,21,1,2,3617580,516,5.813953488372093,0,1,0
LIVINGSTON MANOR CSD,2021-03-01,3,1,1,2,24,2,3,3617580,516,5.813953488372093,0,1,0
LIVINGSTON MANOR CSD,2021-04-01,9,0,0,2,33,2,3,3617580,516,17.441860465116278,0,1,0
LIVONIA CSD,2020-09-01,0,1,0,1,0,1,0,3617640,1662,0,1,0,0
LIVONIA CSD,2020-10-01,0,2,1,2,0,3,1,3617640,1662,0,1,0,0
LIVONIA CSD,2020-11-01,1,0,2,2,1,3,3,3617640,1662,0.601684717208183,0.80000001,0,0.2
LIVONIA CSD,2020-12-01,11,1,3,2,12,4,6,3617640,1662,6.618531889290012,1,0,0
LIVONIA CSD,2021-01-01,11,2,0,2,23,6,6,3617640,1662,6.618531889290012,1,0,0
LIVONIA CSD,2021-02-01,8,2,2,2,31,8,8,3617640,1662,4.813477737665464,1,0,0
LIVONIA CSD,2021-03-01,3,0,0,2,34,8,8,3617640,1662,1.8050541516245489,1,0,0
LIVONIA CSD,2021-04-01,2,0,0,2,36,8,8,3617640,1662,1.203369434416366,1,0,0
LIVONIA CSD,2021-05-01,9,0,3,2,45,8,11,3617640,1662,5.415162454873646,1,0,0
LOCKPORT CITY SD,2020-09-01,2,0,0,2,2,0,0,3617670,5092,0.3927729772191674,0,1,0
LOCKPORT CITY SD,2020-10-01,5,0,0,2,7,0,0,3617670,5092,0.9819324430479183,0,1,0
LOCKPORT CITY SD,2020-11-01,7,2,3,4,14,2,3,3617670,5092,1.3747054202670856,0,0.88222057,0.11777943
LOCKPORT CITY SD,2020-12-01,27,6,4,7,41,8,7,3617670,5092,5.302435192458758,0,0.55295879,0.44704121
LOCKPORT CITY SD,2021-01-01,32,10,9,7,73,18,16,3617670,5092,6.284367635506678,0,0.66995329,0.33004668
LOCKPORT CITY SD,2021-02-01,32,3,4,6,105,21,20,3617670,5092,6.284367635506678,0,0.75089902,0.24910101
LOCKPORT CITY SD,2021-03-01,22,3,5,6,127,24,25,3617670,5092,4.32050274941084,0,1,0
LOCKPORT CITY SD,2021-04-01,31,2,4,7,158,26,29,3617670,5092,6.087981146897094,0,1,0
LOCKPORT CITY SD,2021-05-01,52,0,4,7,210,26,33,3617670,5092,10.212097407698352,0,0.93528032,0.064719699
LOCKPORT CITY SD,2021-06-01,7,0,1,4,217,26,34,3617670,5092,1.3747054202670856,0.035303213,0.59794742,0.36674938
LOCUST VALLEY CSD,2020-10-01,0,1,0,1,0,1,0,3617700,2710,0,0.44852117,0.55147886,0
LOCUST VALLEY CSD,2020-11-01,3,9,1,4,3,10,1,3617700,2710,1.107011070110701,0.4234015,0.57659853,0
LOCUST VALLEY CSD,2020-12-01,26,3,3,6,29,13,4,3617700,2710,9.59409594095941,0.42258292,0.57741708,0
LOCUST VALLEY CSD,2021-01-01,46,3,8,6,75,16,12,3617700,2710,16.974169741697416,0.42382336,0.57617664,0
LOCUST VALLEY CSD,2021-02-01,20,2,4,5,95,18,16,3617700,2710,7.380073800738007,0.42389151,0.57610852,0
LOCUST VALLEY CSD,2021-03-01,28,0,3,6,123,18,19,3617700,2710,10.33210332103321,0.42187345,0.57812655,0
LOCUST VALLEY CSD,2021-04-01,16,1,3,5,139,19,22,3617700,2710,5.904059040590406,0.42141289,0.57858711,0
LOCUST VALLEY CSD,2021-05-01,3,0,0,3,142,19,22,3617700,2710,1.107011070110701,0.42034256,0.57965744,0
LONG BEACH CITY SD,2020-09-01,0,0,1,1,0,0,1,3617730,4293,0,0,1,0
