District.Name,Month,NewCasesStudents,NewCasesTeachers,NewCasesStaff,num.report.school,AccuCasesStudents,AccuCasesTeachers,AccuCasesStaff,NCESDistrictID,pop.5.17,Norm.New.Stud,share_inperson,share_hybrid,share_virtual
UNION SPRINGS CSD,2021-01-01,13,1,0,3,30,5,0,3629250,918,14.161220043572984,0.21304834,0.19339667,0.59355497
UNION SPRINGS CSD,2021-02-01,3,0,1,3,33,5,1,3629250,918,3.2679738562091503,0.51776743,0.48223257,0
UNION SPRINGS CSD,2021-03-01,1,0,0,3,34,5,1,3629250,918,1.0893246187363836,0.50721204,0.49278796,0
UNION SPRINGS CSD,2021-04-01,2,0,0,3,36,5,1,3629250,918,2.1786492374727673,0.46315253,0.53684747,0
UNION SPRINGS CSD,2021-05-01,2,0,0,3,38,5,1,3629250,918,2.1786492374727673,0.41614437,0.58385563,0
UNION SPRINGS CSD,2021-06-01,0,0,0,3,38,5,1,3629250,918,0,0.42058352,0.57941645,0
UNION-ENDICOTT CSD,2020-09-01,0,1,1,2,0,1,1,3610710,4236,0,0,1,0
UNION-ENDICOTT CSD,2020-10-01,15,3,1,5,15,4,2,3610710,4236,3.5410764872521248,0,0.94697613,0.053023871
UNION-ENDICOTT CSD,2020-11-01,14,4,0,6,29,8,2,3610710,4236,3.305004721435316,0,0.9435674,0.056432627
UNION-ENDICOTT CSD,2020-12-01,26,3,3,6,55,11,5,3610710,4236,6.137865911237015,0,0.66782761,0.33217242
UNION-ENDICOTT CSD,2021-01-01,61,14,14,7,116,25,19,3610710,4236,14.400377714825307,0,0.72498149,0.27501851
UNION-ENDICOTT CSD,2021-02-01,22,2,3,6,138,27,22,3610710,4236,5.193578847969783,0,1,0
UNION-ENDICOTT CSD,2021-03-01,16,2,3,7,154,29,25,3610710,4236,3.7771482530689333,0,1,0
UNION-ENDICOTT CSD,2021-04-01,22,1,0,5,176,30,25,3610710,4236,5.193578847969783,0,1,0
UNION-ENDICOTT CSD,2021-05-01,5,0,0,5,181,30,25,3610710,4236,1.1803588290840414,0.51613253,0.48386747,0
UNION-ENDICOTT CSD,2021-06-01,1,0,0,2,182,30,25,3610710,4236,0.23607176581680833,1,0,0
UNIONDALE UFSD,2020-09-01,1,1,0,2,1,1,0,3629280,6039,0.16559032952475575,0,0.74059784,0.25940213
UNIONDALE UFSD,2020-10-01,1,3,1,3,2,4,1,3629280,6039,0.16559032952475575,0,0.7104733,0.28952667
UNIONDALE UFSD,2020-11-01,8,1,3,6,10,5,4,3629280,6039,1.324722636198046,0,0.70085019,0.29914984
UNIONDALE UFSD,2020-12-01,10,7,3,7,20,12,7,3629280,6039,1.6559032952475576,0,0.69446486,0.30553514
UNIONDALE UFSD,2021-01-01,30,19,16,8,50,31,23,3629280,6039,4.967709885742672,0,0.55308151,0.44691852
UNIONDALE UFSD,2021-02-01,8,6,6,6,58,37,29,3629280,6039,1.324722636198046,0,0.56301647,0.43698356
UNIONDALE UFSD,2021-03-01,2,10,1,4,60,47,30,3629280,6039,0.3311806590495115,0,0.95107299,0.048927024
UNIONDALE UFSD,2021-04-01,11,3,2,5,71,50,32,3629280,6039,1.8214936247723132,0,0.77324051,0.22675946
UNIONDALE UFSD,2021-05-01,5,1,1,3,76,51,33,3629280,6039,0.8279516476237788,0,1,0
UNIONDALE UFSD,2021-06-01,2,1,0,2,78,52,33,3629280,6039,0.3311806590495115,0,0.98758185,0.012418149
UTICA CITY SD,2020-09-01,3,1,0,2,3,1,0,3629370,10037,0.29889409186011756,0,0,1
UTICA CITY SD,2020-10-01,0,3,0,3,3,4,0,3629370,10037,0,0,0,1
UTICA CITY SD,2020-11-01,7,4,10,11,10,8,10,3629370,10037,0.6974195476736077,0,0,1
UTICA CITY SD,2020-12-01,0,17,13,10,10,25,23,3629370,10037,0,0,0,1
UTICA CITY SD,2021-01-01,1,10,13,10,11,35,36,3629370,10037,0.09963136395337252,0,0,1
UTICA CITY SD,2021-02-01,2,2,1,3,13,37,37,3629370,10037,0.19926272790674504,0,0,1
UTICA CITY SD,2021-03-01,9,4,0,8,22,41,37,3629370,10037,0.8966822755803527,0,0.74467123,0.25532877
UTICA CITY SD,2021-04-01,10,1,0,7,32,42,37,3629370,10037,0.9963136395337252,0.71501368,0.27787763,0.0071086981
UTICA CITY SD,2021-05-01,15,2,1,10,47,44,38,3629370,10037,1.494470459300588,0.99861354,0,0.0013864444
UTICA CITY SD,2021-06-01,1,0,1,2,48,44,39,3629370,10037,0.09963136395337252,1,0,0
VALHALLA UFSD,2020-10-01,1,0,0,1,1,0,0,3629400,1554,0.6435006435006435,0,1,0
VALHALLA UFSD,2020-11-01,8,0,1,4,9,0,1,3629400,1554,5.148005148005148,0,1,0
VALHALLA UFSD,2020-12-01,15,1,2,3,24,1,3,3629400,1554,9.652509652509652,0,1,0
VALHALLA UFSD,2021-01-01,24,6,7,4,48,7,10,3629400,1554,15.444015444015445,0,1,0
VALHALLA UFSD,2021-02-01,16,2,2,4,64,9,12,3629400,1554,10.296010296010296,0,1,0
VALHALLA UFSD,2021-03-01,9,1,0,4,73,10,12,3629400,1554,5.7915057915057915,0,1,0
VALHALLA UFSD,2021-04-01,16,1,0,4,89,11,12,3629400,1554,10.296010296010296,0,1,0
VALHALLA UFSD,2021-05-01,3,0,0,1,92,11,12,3629400,1554,1.9305019305019306,0,1,0
VALHALLA UFSD,2021-06-01,1,0,0,1,93,11,12,3629400,1554,0.6435006435006435,0,1,0
VALLEY CSD (MONTGOMERY),2020-09-01,1,1,0,2,1,1,0,3619680,5044,0.19825535289452814,0,1,0
VALLEY CSD (MONTGOMERY),2020-10-01,7,1,1,3,8,2,1,3619680,5044,1.387787470261697,0,1,0
VALLEY CSD (MONTGOMERY),2020-11-01,10,4,3,6,18,6,4,3619680,5044,1.9825535289452814,0,0.97512847,0.0248715
VALLEY CSD (MONTGOMERY),2020-12-01,2,3,3,3,20,9,7,3619680,5044,0.3965107057890563,0,0.47000819,0.52999181
VALLEY CSD (MONTGOMERY),2021-01-01,30,10,4,5,50,19,11,3619680,5044,5.947660586835844,0,0.6384781,0.3615219
VALLEY CSD (MONTGOMERY),2021-02-01,18,3,4,4,68,22,15,3619680,5044,3.5685963521015065,0,1,0
VALLEY CSD (MONTGOMERY),2021-03-01,36,1,4,5,104,23,19,3619680,5044,7.137192704203013,0,1,0
VALLEY CSD (MONTGOMERY),2021-04-01,21,1,4,5,125,24,23,3619680,5044,4.1633624107850915,0.1824028,0.81759721,0
VALLEY CSD (MONTGOMERY),2021-05-01,1,0,0,1,126,24,23,3619680,5044,0.19825535289452814,0.23740092,0.76259911,0
VALLEY CSD (MONTGOMERY),2021-06-01,1,0,0,1,127,24,23,3619680,5044,0.19825535289452814,0.23729239,0.76270759,0
VALLEY CSD (MONTGOMERY),2021-09-01,5,0,0,3,132,24,23,3619680,5044,0.9912767644726407,NA,NA,NA
VALLEY STREAM 13 UFSD,2020-09-01,1,0,0,1,1,0,0,3629430,2145,0.4662004662004662,0.17190883,0.8280912,0
VALLEY STREAM 13 UFSD,2020-11-01,4,1,2,3,5,1,2,3629430,2145,1.8648018648018647,1,0,0
VALLEY STREAM 13 UFSD,2020-12-01,6,0,3,4,11,1,5,3629430,2145,2.797202797202797,1,0,0
VALLEY STREAM 13 UFSD,2021-01-01,11,0,5,3,22,1,10,3629430,2145,5.128205128205129,1,0,0
VALLEY STREAM 13 UFSD,2021-02-01,17,2,0,3,39,3,10,3629430,2145,7.925407925407926,1,0,0
VALLEY STREAM 13 UFSD,2021-03-01,4,0,0,2,43,3,10,3629430,2145,1.8648018648018647,1,0,0
VALLEY STREAM 13 UFSD,2021-04-01,5,3,1,2,48,6,11,3629430,2145,2.331002331002331,1,0,0
VALLEY STREAM 24 UFSD,2020-10-01,0,2,0,2,0,2,0,3629460,1101,0,0,1,0
VALLEY STREAM 24 UFSD,2020-11-01,2,0,0,2,2,2,0,3629460,1101,1.8165304268846503,0,1,0
VALLEY STREAM 24 UFSD,2020-12-01,5,2,1,3,7,4,1,3629460,1101,4.541326067211626,0,1,0
VALLEY STREAM 24 UFSD,2021-01-01,23,3,3,3,30,7,4,3629460,1101,20.89009990917348,0,1,0
VALLEY STREAM 24 UFSD,2021-02-01,6,1,0,3,36,8,4,3629460,1101,5.449591280653951,0,1,0
VALLEY STREAM 24 UFSD,2021-03-01,11,3,1,3,47,11,5,3629460,1101,9.990917347865576,0,1,0
VALLEY STREAM 24 UFSD,2021-04-01,2,2,5,3,49,13,10,3629460,1101,1.8165304268846503,0,1,0
VALLEY STREAM 24 UFSD,2021-05-01,3,0,0,2,52,13,10,3629460,1101,2.7247956403269753,0,1,0
VALLEY STREAM 30 UFSD,2020-10-01,0,0,1,1,0,0,1,3629490,1462,0,0,1,0
VALLEY STREAM 30 UFSD,2020-11-01,3,1,0,3,3,1,1,3629490,1462,2.0519835841313268,0,1,0
VALLEY STREAM 30 UFSD,2020-12-01,5,2,2,3,8,3,3,3629490,1462,3.4199726402188784,0,1,0
VALLEY STREAM 30 UFSD,2021-01-01,33,4,2,3,41,7,5,3629490,1462,22.571819425444595,0,1,0
VALLEY STREAM 30 UFSD,2021-02-01,5,3,0,3,46,10,5,3629490,1462,3.4199726402188784,0,1,0
VALLEY STREAM 30 UFSD,2021-03-01,11,4,0,3,57,14,5,3629490,1462,7.523939808481532,0,1,0
VALLEY STREAM 30 UFSD,2021-04-01,18,0,0,3,75,14,5,3629490,1462,12.311901504787961,0,1,0
VALLEY STREAM 30 UFSD,2021-05-01,4,0,0,1,79,14,5,3629490,1462,2.7359781121751023,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2020-09-01,1,0,0,1,1,0,0,3629520,4751,0.21048200378867607,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2020-10-01,1,1,0,1,2,1,0,3629520,4751,0.21048200378867607,0,0.9514367,0.04856332
VALLEY STREAM CENTRAL HS DISTRICT,2020-11-01,2,6,0,3,4,7,0,3629520,4751,0.42096400757735214,0,0.94030768,0.059692319
VALLEY STREAM CENTRAL HS DISTRICT,2020-12-01,9,13,4,4,13,20,4,3629520,4751,1.8943380340980847,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-01-01,66,24,3,4,79,44,7,3629520,4751,13.89181225005262,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-02-01,32,11,0,4,111,55,7,3629520,4751,6.735424121237634,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-03-01,61,8,6,4,172,63,13,3629520,4751,12.839402231109242,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-04-01,44,4,2,4,216,67,15,3629520,4751,9.261208166701747,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-05-01,11,1,0,4,227,68,15,3629520,4751,2.315302041675437,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-06-01,2,0,0,2,229,68,15,3629520,4751,0.42096400757735214,0,1,0
VALLEY STREAM CENTRAL HS DISTRICT,2021-09-01,2,0,0,2,231,68,15,3629520,4751,0.42096400757735214,NA,NA,NA
VAN HORNESVILLE-OWEN D YOUNG CSD,2020-12-01,1,0,0,1,1,0,0,3622200,266,3.7593984962406015,0,1,0
VAN HORNESVILLE-OWEN D YOUNG CSD,2021-01-01,3,1,2,1,4,1,2,3622200,266,11.278195488721805,0,0.77717084,0.22282916
VESTAL CSD,2020-09-01,3,0,0,1,3,0,0,3629610,3673,0.8167710318540703,0,1,0
VESTAL CSD,2020-10-01,18,2,3,7,21,2,3,3629610,3673,4.900626191124422,0,1,0
VESTAL CSD,2020-11-01,14,6,3,5,35,8,6,3629610,3673,3.811598148652328,0,1,0
VESTAL CSD,2020-12-01,12,1,5,7,47,9,11,3629610,3673,3.267084127416281,0,1,0
VESTAL CSD,2021-01-01,44,11,14,7,91,20,25,3629610,3673,11.97930846719303,0,1,0
VESTAL CSD,2021-02-01,23,2,6,6,114,22,31,3629610,3673,6.261911244214539,0,1,0
VESTAL CSD,2021-03-01,23,1,2,4,137,23,33,3629610,3673,6.261911244214539,0,1,0
VESTAL CSD,2021-04-01,9,2,1,5,146,25,34,3629610,3673,2.450313095562211,0,1,0
VESTAL CSD,2021-05-01,10,0,2,6,156,25,36,3629610,3673,2.722570106180234,0,1,0
VESTAL CSD,2021-06-01,0,0,1,1,156,25,37,3629610,3673,0,0,1,0
VICTOR CSD,2020-10-01,10,1,1,4,10,1,1,3629640,4098,2.440214738897023,0,1,0
VICTOR CSD,2020-11-01,40,6,1,5,50,7,2,3629640,4098,9.760858955588091,0,1,0
VICTOR CSD,2020-12-01,27,7,9,5,77,14,11,3629640,4098,6.588579795021962,0,1,0
VICTOR CSD,2021-01-01,56,6,11,5,133,20,22,3629640,4098,13.66520253782333,0,0.96771699,0.032282997
VICTOR CSD,2021-02-01,6,1,1,3,139,21,23,3629640,4098,1.4641288433382138,0,0.78591669,0.2140833
VICTOR CSD,2021-03-01,18,1,0,4,157,22,23,3629640,4098,4.392386530014641,0,1,0
VICTOR CSD,2021-04-01,31,2,0,5,188,24,23,3629640,4098,7.564665690580771,0.10421836,0.89578164,0
VICTOR CSD,2021-05-01,12,0,0,5,200,24,23,3629640,4098,2.9282576866764276,0.53405362,0.46594635,0
VICTOR CSD,2021-06-01,1,0,0,1,201,24,23,3629640,4098,0.2440214738897023,0.52921516,0.47078484,0
VOORHEESVILLE CSD,2020-09-01,1,0,0,1,1,0,0,3629670,1156,0.8650519031141869,0.4865554,0.5134446,0
VOORHEESVILLE CSD,2020-11-01,4,0,0,3,5,0,0,3629670,1156,3.4602076124567476,0.48480931,0.51519072,0
VOORHEESVILLE CSD,2020-12-01,5,2,2,3,10,2,2,3629670,1156,4.325259515570934,0.48550859,0.51449144,0
VOORHEESVILLE CSD,2021-01-01,17,1,5,3,27,3,7,3629670,1156,14.705882352941176,0.48559535,0.51440465,0
VOORHEESVILLE CSD,2021-02-01,7,1,1,3,34,4,8,3629670,1156,6.055363321799308,0.48640934,0.51359069,0
VOORHEESVILLE CSD,2021-03-01,9,2,2,2,43,6,10,3629670,1156,7.7854671280276815,0.48671499,0.51328504,0
VOORHEESVILLE CSD,2021-04-01,6,0,0,3,49,6,10,3629670,1156,5.190311418685121,0.48698273,0.5130173,0
VOORHEESVILLE CSD,2021-05-01,2,0,0,2,51,6,10,3629670,1156,1.7301038062283738,0.48676345,0.51323652,0
WAINSCOTT COMN SD,2020-11-01,0,0,2,1,0,0,2,3629760,89,0,1,0,0
WAINSCOTT COMN SD,2020-12-01,0,2,0,1,0,2,2,3629760,89,0,0.77112675,0,0.22887324
WALLKILL CSD,2020-10-01,4,1,0,5,4,1,0,3629790,3173,1.2606366214938542,0,0.78405756,0.21594244
WALLKILL CSD,2020-11-01,25,2,1,5,29,3,1,3629790,3173,7.87897888433659,0,0.57211477,0.42788523
WALLKILL CSD,2020-12-01,19,2,2,5,48,5,3,3629790,3173,5.9880239520958085,0,0.43482614000000003,0.56517386
WALLKILL CSD,2021-01-01,39,5,6,5,87,10,9,3629790,3173,12.29120705956508,0,0.47205558,0.52794445
WALLKILL CSD,2021-02-01,7,1,2,5,94,11,11,3629790,3173,2.206114087614245,0,0.67142475,0.32857522
WALLKILL CSD,2021-03-01,33,0,4,5,127,11,15,3629790,3173,10.400252127324299,0,1,0
WALLKILL CSD,2021-04-01,28,2,1,5,155,13,16,3629790,3173,8.82445635045698,0,1,0
WALLKILL CSD,2021-05-01,6,0,1,4,161,13,17,3629790,3173,1.8909549322407815,0.06450139,0.9354986,0
WALTON CSD,2020-10-01,0,0,1,1,0,0,1,3629820,811,0,0.42876238,0.57123762,0
WALTON CSD,2020-11-01,5,0,2,2,5,0,3,3629820,811,6.165228113440198,0.20634694,0.27380106,0.51985198
WALTON CSD,2020-12-01,6,1,1,3,11,1,4,3629820,811,7.398273736128237,0.41744518,0.58255482,0
WALTON CSD,2021-01-01,4,1,0,2,15,2,4,3629820,811,4.932182490752158,0.33723652,0.436957,0.22580644
WALTON CSD,2021-02-01,2,0,0,2,17,2,4,3629820,811,2.466091245376079,0.43542436,0.56457567,0
WALTON CSD,2021-04-01,1,0,0,1,18,2,4,3629820,811,1.2330456226880395,0.42424244,0.57575756,0
WALTON CSD,2021-05-01,2,0,0,2,20,2,4,3629820,811,2.466091245376079,0.43241605,0.56758398,0
WALTON CSD,2021-06-01,0,1,0,1,20,3,4,3629820,811,0,0.43498817,0.5650118,0
WANTAGH UFSD,2020-10-01,4,0,0,2,4,0,0,3629850,3481,1.1490950876185004,0.46033993,0.53966004,0
WANTAGH UFSD,2020-11-01,11,7,3,5,15,7,3,3629850,3481,3.1600114909508763,0.46033993,0.53966004,0
WANTAGH UFSD,2020-12-01,27,6,4,5,42,13,7,3629850,3481,7.756391841424878,0.46044627,0.5395537,0
WANTAGH UFSD,2021-01-01,77,15,7,5,119,28,14,3629850,3481,22.12008043665613,0.46050301,0.53949702,0
WANTAGH UFSD,2021-02-01,65,2,4,5,184,30,18,3629850,3481,18.672795173800633,0.46050301,0.53949702,0
WANTAGH UFSD,2021-03-01,70,0,3,5,254,30,21,3629850,3481,20.109164033323758,0.648615,0.35138497,0
WANTAGH UFSD,2021-04-01,68,6,1,5,322,36,22,3629850,3481,19.534616489514505,1,0,0
WANTAGH UFSD,2021-05-01,40,1,1,4,362,37,23,3629850,3481,11.490950876185005,1,0,0
WANTAGH UFSD,2021-06-01,1,0,0,1,363,37,23,3629850,3481,0.2872737719046251,1,0,0
WAPPINGERS CSD,2020-09-01,1,0,0,1,1,0,0,3629880,11044,0.09054690329590728,0,0.063681327,0.9363187
WAPPINGERS CSD,2020-10-01,1,0,0,1,2,0,0,3629880,11044,0.09054690329590728,0,0.47607508,0.52392489
WAPPINGERS CSD,2020-11-01,17,4,5,11,19,4,5,3629880,11044,1.5392973560304237,0,0.82547092,0.17452906
WAPPINGERS CSD,2020-12-01,40,13,8,12,59,17,13,3629880,11044,3.621876131836291,0,0.96185064,0.038149368
WAPPINGERS CSD,2021-01-01,85,29,19,15,144,46,32,3629880,11044,7.696486780152119,0,0.97869301,0.021306997
WAPPINGERS CSD,2021-02-01,56,15,6,14,200,61,38,3629880,11044,5.070626584570808,0,0.90243679,0.097563185
WAPPINGERS CSD,2021-03-01,61,8,13,14,261,69,51,3629880,11044,5.5233611010503445,0,1,0
WAPPINGERS CSD,2021-04-01,64,1,4,14,325,70,55,3629880,11044,5.795001810938066,0,1,0
WAPPINGERS CSD,2021-05-01,22,0,0,8,347,70,55,3629880,11044,1.9920318725099602,0,1,0
WAPPINGERS CSD,2021-06-01,1,0,0,1,348,70,55,3629880,11044,0.09054690329590728,0,0.99819034,0.0018096678
WAPPINGERS CSD,2021-09-01,2,0,0,1,350,70,55,3629880,11044,0.18109380659181457,NA,NA,NA
WARRENSBURG CSD,2020-10-01,1,0,0,1,1,0,0,3629910,742,1.3477088948787064,0.52974707,0.47025293,0
WARRENSBURG CSD,2020-11-01,1,0,0,1,2,0,0,3629910,742,1.3477088948787064,0.51729912,0.48270088,0
WARRENSBURG CSD,2020-12-01,2,1,0,2,4,1,0,3629910,742,2.6954177897574128,0.29246947,0.3781547,0.32937583
WARRENSBURG CSD,2021-01-01,7,4,1,2,11,5,1,3629910,742,9.433962264150942,0.48268062,0.484038,0.033281382
WARRENSBURG CSD,2021-02-01,0,1,0,1,11,6,1,3629910,742,0,0.50607967,0.49392033,0
WARRENSBURG CSD,2021-03-01,2,0,2,1,13,6,3,3629910,742,2.6954177897574128,0.52039266,0.47960731,0
WARRENSBURG CSD,2021-04-01,3,1,1,2,16,7,4,3629910,742,4.0431266846361185,0.52209407,0.47790593,0
WARRENSBURG CSD,2021-05-01,5,0,0,2,21,7,4,3629910,742,6.738544474393532,0.98463267,0.015367336,0
WARSAW CSD,2020-10-01,1,0,1,2,1,0,1,3629940,906,1.1037527593818985,0,1,0
WARSAW CSD,2020-11-01,1,0,4,2,2,0,5,3629940,906,1.1037527593818985,0,0.90811384,0.091886185
WARSAW CSD,2020-12-01,14,2,0,3,16,2,5,3629940,906,15.45253863134658,0,1,0
WARSAW CSD,2021-01-01,9,2,2,3,25,4,7,3629940,906,9.933774834437086,0,1,0
WARSAW CSD,2021-02-01,1,0,0,1,26,4,7,3629940,906,1.1037527593818985,0,1,0
WARSAW CSD,2021-03-01,2,0,1,2,28,4,8,3629940,906,2.207505518763797,0,1,0
WARSAW CSD,2021-04-01,8,1,0,2,36,5,8,3629940,906,8.830022075055188,0.41354847,0.58645153,0
WARSAW CSD,2021-05-01,8,0,0,3,44,5,8,3629940,906,8.830022075055188,0.46368039,0.53631961,0
WARSAW CSD,2021-06-01,0,0,1,1,44,5,9,3629940,906,0,0.4516243,0.54837567,0
WARWICK VALLEY CSD,2020-09-01,1,0,0,1,1,0,0,3629970,4502,0.2221235006663705,0,1,0
WARWICK VALLEY CSD,2020-10-01,9,1,1,4,10,1,1,3629970,4502,1.9991115059973343,0,1,0
WARWICK VALLEY CSD,2020-11-01,18,2,2,3,28,3,3,3629970,4502,3.9982230119946687,0,1,0
WARWICK VALLEY CSD,2020-12-01,17,3,1,3,45,6,4,3629970,4502,3.7760995113282987,0,1,0
WARWICK VALLEY CSD,2021-01-01,37,11,2,4,82,17,6,3629970,4502,8.218569524655708,0,1,0
WARWICK VALLEY CSD,2021-02-01,27,3,4,4,109,20,10,3629970,4502,5.9973345179920035,0,1,0
WARWICK VALLEY CSD,2021-03-01,20,3,3,4,129,23,13,3629970,4502,4.4424700133274095,0,1,0
WARWICK VALLEY CSD,2021-04-01,25,3,5,4,154,26,18,3629970,4502,5.553087516659263,0,1,0
WARWICK VALLEY CSD,2021-05-01,7,0,1,2,161,26,19,3629970,4502,1.5548645046645935,0,1,0
WARWICK VALLEY CSD,2021-06-01,1,0,0,1,162,26,19,3629970,4502,0.2221235006663705,0,1,0
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2020-11-01,4,0,0,2,4,0,0,NA,NA,NA,NA,NA,NA
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2020-12-01,9,1,4,4,13,1,4,NA,NA,NA,NA,NA,NA
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2021-01-01,21,9,5,3,34,10,9,NA,NA,NA,NA,NA,NA
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2021-02-01,11,3,0,2,45,13,9,NA,NA,NA,NA,NA,NA
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2021-03-01,3,0,3,2,48,13,12,NA,NA,NA,NA,NA,NA
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2021-04-01,8,0,0,2,56,13,12,NA,NA,NA,NA,NA,NA
WASHING-SARA-WAR-HAMLTN-ESSEX BOCES,2021-05-01,5,0,0,2,61,13,12,NA,NA,NA,NA,NA,NA
WASHINGTONVILLE CSD,2020-09-01,2,0,0,1,2,0,0,3630030,4724,0.42337002540220153,0,1,0
WASHINGTONVILLE CSD,2020-10-01,3,1,1,2,5,1,1,3630030,4724,0.6350550381033022,0,1,0
WASHINGTONVILLE CSD,2020-11-01,29,1,3,4,34,2,4,3630030,4724,6.138865368331921,0,1,0
WASHINGTONVILLE CSD,2020-12-01,9,2,4,4,43,4,8,3630030,4724,1.9051651143099069,0,1,0
WASHINGTONVILLE CSD,2021-01-01,29,10,8,5,72,14,16,3630030,4724,6.138865368331921,0,1,0
WASHINGTONVILLE CSD,2021-02-01,37,4,6,5,109,18,22,3630030,4724,7.832345469940728,0,1,0
WASHINGTONVILLE CSD,2021-03-01,39,5,2,5,148,23,24,3630030,4724,8.25571549534293,0,1,0
WASHINGTONVILLE CSD,2021-04-01,45,2,5,5,193,25,29,3630030,4724,9.525825571549536,0.17774849,0.8222515,0
WASHINGTONVILLE CSD,2021-05-01,5,0,0,2,198,25,29,3630030,4724,1.0584250635055037,0.84784007,0.15215994,0
WASHINGTONVILLE CSD,2021-06-01,1,0,0,1,199,25,29,3630030,4724,0.21168501270110077,1,0,0
WATERFORD-HALFMOON UFSD,2020-11-01,2,1,0,2,2,1,0,3630060,783,2.554278416347382,0.53206456,0.46793544,0
WATERFORD-HALFMOON UFSD,2020-12-01,5,1,1,2,7,2,1,3630060,783,6.385696040868455,0.53016883,0.46983114,0
WATERFORD-HALFMOON UFSD,2021-01-01,19,2,3,2,26,4,4,3630060,783,24.265644955300125,0.40942755,0.36490372,0.22566873
WATERFORD-HALFMOON UFSD,2021-02-01,1,1,0,1,27,5,4,3630060,783,1.277139208173691,0.51976973,0.4802303,0
WATERFORD-HALFMOON UFSD,2021-03-01,5,1,0,2,32,6,4,3630060,783,6.385696040868455,0.53367001,0.46632996,0
WATERFORD-HALFMOON UFSD,2021-04-01,1,0,1,2,33,6,5,3630060,783,1.277139208173691,0.53243661,0.46756336,0
WATERFORD-HALFMOON UFSD,2021-05-01,3,0,0,2,36,6,5,3630060,783,3.8314176245210727,0.5320496,0.46795043,0
WATERLOO CSD,2020-10-01,0,1,1,1,0,1,1,3600014,1829,0,0,1,0
WATERLOO CSD,2020-11-01,3,2,1,2,3,3,2,3600014,1829,1.6402405686167303,0,0.84584069,0.15415929
WATERLOO CSD,2020-12-01,5,1,1,3,8,4,3,3600014,1829,2.7337342810278837,0,0.9594149,0.040585071
WATERLOO CSD,2021-01-01,40,4,6,4,48,8,9,3600014,1829,21.86987424822307,0,1,0
WATERLOO CSD,2021-02-01,2,1,0,1,50,9,9,3600014,1829,1.0934937124111537,0,1,0
WATERLOO CSD,2021-03-01,8,1,0,3,58,10,9,3600014,1829,4.373974849644615,0,1,0
WATERLOO CSD,2021-04-01,11,0,2,4,69,10,11,3600014,1829,6.014215418261345,0,1,0
WATERLOO CSD,2021-05-01,4,0,0,2,73,10,11,3600014,1829,2.1869874248223073,0.23567942,0.76432055,0
WATERLOO CSD,2021-06-01,1,0,0,1,74,10,11,3600014,1829,0.5467468562055768,0.2445444,0.75545561,0
WATERTOWN CITY SD,2020-09-01,3,0,0,3,3,0,0,3630120,4277,0.7014262333411269,0,1,0
WATERTOWN CITY SD,2020-10-01,4,0,1,4,7,0,1,3630120,4277,0.9352349777881693,0,1,0
WATERTOWN CITY SD,2020-11-01,3,3,0,4,10,3,1,3630120,4277,0.7014262333411269,0,1,0
WATERTOWN CITY SD,2020-12-01,11,3,2,6,21,6,3,3630120,4277,2.5718961889174654,0,1,0
WATERTOWN CITY SD,2021-01-01,38,12,12,8,59,18,15,3630120,4277,8.884732288987607,0,0.32110995,0.67889005
WATERTOWN CITY SD,2021-02-01,11,1,1,7,70,19,16,3630120,4277,2.5718961889174654,0,1,0
WATERTOWN CITY SD,2021-03-01,17,1,2,7,87,20,18,3630120,4277,3.97474865559972,0,1,0
WATERTOWN CITY SD,2021-04-01,21,0,0,5,108,20,18,3630120,4277,4.909983633387888,0,1,0
WATERTOWN CITY SD,2021-05-01,23,0,0,6,131,20,18,3630120,4277,5.377601122281973,0,1,0
WATERTOWN CITY SD,2021-06-01,3,0,0,2,134,20,18,3630120,4277,0.7014262333411269,0,1,0
WATERVILLE CSD,2020-10-01,2,0,0,2,2,0,0,3630160,941,2.1253985122210413,0,1,0
WATERVILLE CSD,2020-11-01,4,1,2,2,6,1,2,3630160,941,4.2507970244420825,0,1,0
WATERVILLE CSD,2020-12-01,4,5,0,2,10,6,2,3630160,941,4.2507970244420825,0,1,0
WATERVILLE CSD,2021-01-01,0,3,0,2,10,9,2,3630160,941,0,0,1,0
WATERVILLE CSD,2021-02-01,3,0,0,2,13,9,2,3630160,941,3.188097768331562,0,1,0
WATERVILLE CSD,2021-03-01,1,0,1,1,14,9,3,3630160,941,1.0626992561105206,0,1,0
WATERVILLE CSD,2021-04-01,2,1,0,2,16,10,3,3630160,941,2.1253985122210413,0,1,0
